"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"We love salt. <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7>

#Salt #Sass #IfYouSaySo #PassiveAggressive #OkayThen #Sarcasm https://t.co/OXOREv0RHt",FALSE,0,NA,2017-09-26 02:28:20,FALSE,NA,"912504076922912768",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TheGrandGeekG",0,FALSE,FALSE,NA,NA
"@bbusa617 @michaelbeatty3 Look at all that #whiteprivilege and racism! Shocking how in your face it is #sarcasm",FALSE,0,"bbusa617",2017-09-26 02:28:07,FALSE,"912078550391574529","912504022820622336","1674315427","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Darkmdd",0,FALSE,FALSE,NA,NA
"RT @Giesekiteer: Another glorious day of work at good ole @AT&T...#sarcasm its much to beautiful a day to waste working....i need a rich ol…",FALSE,0,NA,2017-09-26 02:21:46,FALSE,NA,"912502424866250752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SharonH39710853",3,TRUE,FALSE,NA,NA
"This is what the Cowboys do?! DRUGS! #DALvsARI #sarcasm #ImgPlay https://t.co/U9YkpzleHY",FALSE,0,NA,2017-09-26 02:13:42,FALSE,NA,"912500396215726080",NA,"<a href=""http://imgbase.me"" rel=""nofollow"">ImgPlay for iOS</a>","Shane_Burch89",0,FALSE,FALSE,NA,NA
"@jbendery clearly media narrative re #maria is too negative if POTUS says PR is doing fine. Hes gotten all the fact… https://t.co/qfA5CxLQgX",FALSE,0,"jbendery",2017-09-26 02:10:48,TRUE,NA,"912499668273258498","15837659","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dsquared75",0,FALSE,FALSE,NA,NA
"@jaketapper Thanks so much for all the time given to #PlannedParenthood debate (#sarcasm ) - what an abysmal allowance for girls &amp; women. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,1,"jaketapper",2017-09-26 02:09:12,FALSE,NA,"912499263963312129","14529929","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NaomioftheNorth",1,FALSE,FALSE,NA,NA
"Anyone know what line of work @BillCassidy was in before being elected? #sarcasm #HealthCareDebate",FALSE,5,NA,2017-09-26 02:06:42,FALSE,NA,"912498635308457984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamiej527",0,FALSE,FALSE,NA,NA
"@sgteatme2012 @GentlyJen @Remy_Anne @Impeach_D_Trump Sorry...I missed the #sarcasm",FALSE,0,"sgteatme2012",2017-09-26 02:05:00,FALSE,"912493327618052096","912498205622964224","485460823","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Columbus_Todd",0,FALSE,FALSE,NA,NA
"A woman not being credited for her work?! Shocked #sarcasm #WomenHeroes https://t.co/2u6VWKNKaU",FALSE,0,NA,2017-09-26 02:02:55,FALSE,NA,"912497681959936000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matoulaefrosini",0,FALSE,FALSE,NA,NA
"-to be #SARCASTIC....and a cple of #RightWing #dummies....didn't get the #sarcasm....or the #IRONY. #Pathetic Elol.",FALSE,0,NA,2017-09-26 02:02:45,FALSE,NA,"912497638704005120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlltRightyThen",0,FALSE,FALSE,NA,NA
"@clintsix Bring back Olbermann! Bring back Olbermann! #sarcasm",FALSE,1,"clintsix",2017-09-26 02:02:10,FALSE,"912497074977083393","912497495078469632","45269428","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeffMarsico",0,FALSE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm big t-shirt without a bra and just underwear on &gt;&gt;",FALSE,0,NA,2017-09-26 02:02:09,FALSE,NA,"912497488493531137",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"Humans are baffling! What WERE you thinking?!
#tshirt #design #Sarcasm
https://t.co/8xn6Qs2suD https://t.co/bDpo9UAg7Z",FALSE,0,NA,2017-09-26 02:00:02,FALSE,NA,"912496956932583424",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HeatherKeet",0,FALSE,FALSE,NA,NA
"Not THAT impressed <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> #sarcasm https://t.co/EoKAhAa2YU",FALSE,0,NA,2017-09-26 01:57:14,FALSE,NA,"912496252884967424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashleighdodds_",0,FALSE,FALSE,NA,NA
"Surprise, surprise! #sarcasm 

So stop promoting mandatory helmet laws &amp; work to prevent collisions.

#endMHL… https://t.co/VkR33M8EhQ",FALSE,0,NA,2017-09-26 01:56:24,TRUE,NA,"912496043350122496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_JamesSteward_",0,FALSE,FALSE,NA,NA
"@USMAN84kg said the UFC doesn't promote him cuz he's African. Makes sense, the UFC doesn't push Francis Ngannou AT ALL #Sarcasm #RaceBaiting",FALSE,0,"USMAN84kg",2017-09-26 01:55:35,FALSE,NA,"912495835442667520","182662505","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrunknSoberPod",0,FALSE,FALSE,NA,NA
"RT @tekvijay: <U+0B9F><U+0BCD><U+0BB5><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BB0><U+0BCD><U+0BB2> <U+0B85><U+0BB0><U+0B9A><U+0BBF><U+0BAF><U+0BB2><U+0BCD> <U+0BAA><U+0BA3><U+0BCD><U+0BB1><U+0BA4><U+0BBE><U+0BB2> <U+0B8E><U+0BA9><U+0BCD><U+0BA9> <U+0B9A><U+0BBE><U+0BB0><U+0BCD> <U+0BAF><U+0BC2><U+0BB8><U+0BCD>?! #sarcasm https://t.co/Cr4VoANOsT",FALSE,0,NA,2017-09-26 01:54:58,FALSE,NA,"912495681851596800",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","BeingAjayK",7,TRUE,FALSE,NA,NA
"#NFL #Sarcasm https://t.co/OtHCESp7AE",FALSE,0,NA,2017-09-26 01:53:35,FALSE,NA,"912495331430068224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheltondunn",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Yup, whitey likes where he is in NASCAR, no uppity black people, right? #sarcasm #youaretheproblem",FALSE,0,"realDonaldTrump",2017-09-26 01:53:31,FALSE,"912276850793213952","912495316787765249","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","austrianett",0,FALSE,FALSE,NA,NA
"Pat:""I think this a big at bat."" Really? You don't  say! #Sarcasm #BlueJays",FALSE,0,NA,2017-09-26 01:53:16,FALSE,NA,"912495255483797505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BaseballBuddyTO",0,FALSE,FALSE,NA,NA
"@DailyCaller Poor guy. How does he do it? #sarcasm https://t.co/248GGrEZ5d",FALSE,2,"DailyCaller",2017-09-26 01:52:08,FALSE,"912494584328019969","912494967003676673","39308549","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Not_Cronkite",0,FALSE,FALSE,NA,NA
"21 Snappy and Funny Quotes #sarcasm #funnyquotes #funnysayings #humor #snarkyquotes @looxat https://t.co/racqG4kZSe",FALSE,0,NA,2017-09-26 01:49:10,FALSE,NA,"912494220975382528",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","looxat",0,FALSE,FALSE,NA,NA
"@Joy_Villa Surely you jest!!! If this were true the MSM would be all over it! Prolly a racist ploy. #sarcasm",FALSE,0,"Joy_Villa",2017-09-26 01:48:49,FALSE,"912154876972605440","912494133603913728","63335631","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CMoosecock",0,FALSE,FALSE,NA,NA
"That kneeling tho... So much worse than objectifying/ assaulting a person. #FakeNews #StandForOurAnthem #Sarcasm… https://t.co/nuYwbphEJz",FALSE,1,NA,2017-09-26 01:48:23,TRUE,NA,"912494023868329984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichMerc",0,FALSE,FALSE,NA,NA
"Still love football though... #sarcasm #Colts",FALSE,0,"ColinKulpa",2017-09-26 01:48:13,FALSE,"912491514412109825","912493981019369472","893907775503437824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ColinKulpa",0,FALSE,FALSE,NA,NA
"@krh733s highest rated recruit since Drew Richards. Hopefully he's just as good too #sarcasm https://t.co/SExuyHKZYP",FALSE,0,"krh733s",2017-09-26 01:47:22,FALSE,NA,"912493769714470913","72925415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KyleHughson",0,FALSE,FALSE,NA,NA
"RT @sarcasticrebel2: General Zod would be proud. #zod #generalzod #krypton #superman #superman2 #sarcastic #sarcasm #sarcasticpost #funny #…",FALSE,0,NA,2017-09-26 01:46:02,FALSE,NA,"912493433549410305",NA,"<a href=""https://www.facebook.com/8meme/"" rel=""nofollow"">8meme</a>","8memery",5,TRUE,FALSE,NA,NA
"RT @sarcasticrebel2: General Zod would be proud. #zod #generalzod #krypton #superman #superman2 #sarcastic #sarcasm #sarcasticpost #funny #…",FALSE,0,NA,2017-09-26 01:46:00,FALSE,NA,"912493423231352832",NA,"<a href=""https://twitter.com/LuciaBalashova"" rel=""nofollow"">little quite Lucia</a>","LuciaBalashova",5,TRUE,FALSE,NA,NA
"That guy lied? #sarcasm https://t.co/TjnlJ1UiVZ",FALSE,2,NA,2017-09-26 01:45:46,FALSE,NA,"912493367354957824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RHancock19",0,FALSE,FALSE,NA,NA
"@JMKTV Even in this environment I'm sure an NFL will have a huge problem finding a new home.  #sarcasm",FALSE,1,"JMKTV",2017-09-26 01:45:05,FALSE,"912490864986984448","912493195103219712","15949854","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","GeorgeThomasABJ",0,FALSE,FALSE,NA,NA
"RT @sarcasticrebel2: General Zod would be proud. #zod #generalzod #krypton #superman #superman2 #sarcastic #sarcasm #sarcasticpost #funny #…",FALSE,0,NA,2017-09-26 01:44:50,FALSE,NA,"912493131186106368",NA,"<a href=""https://twitter.com/StevenConradd85"" rel=""nofollow"">Spot best online games</a>","StevenConradd85",5,TRUE,FALSE,NA,NA
"RT @sarcasticrebel2: General Zod would be proud. #zod #generalzod #krypton #superman #superman2 #sarcastic #sarcasm #sarcasticpost #funny #…",FALSE,0,NA,2017-09-26 01:44:50,FALSE,NA,"912493130921934849",NA,"<a href=""https://twitter.com/StevenConradd85"" rel=""nofollow"">Spot best online games</a>","StevenConradd85",5,TRUE,FALSE,NA,NA
"RT @sarcasticrebel2: General Zod would be proud. #zod #generalzod #krypton #superman #superman2 #sarcastic #sarcasm #sarcasticpost #funny #…",FALSE,0,NA,2017-09-26 01:44:31,FALSE,NA,"912493051750305792",NA,"<a href=""https://twitter.com/Memez_Bot"" rel=""nofollow"">Meme_Twitterbot</a>","Memez_Bot",5,TRUE,FALSE,NA,NA
"General Zod would be proud. #zod #generalzod #krypton #superman #superman2 #sarcastic #sarcasm #sarcasticpost… https://t.co/Wc7wqgd9Hm",FALSE,0,NA,2017-09-26 01:41:27,TRUE,NA,"912492278693818368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarcasticrebel2",5,FALSE,FALSE,NA,NA
"Gee if only the #Habs had PK Subban back ...then,  none of this would be happening... #sarcasm  #sarcasm #sarcasm",FALSE,1,NA,2017-09-26 01:41:11,FALSE,NA,"912492213011206145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","craig_7T2",0,FALSE,FALSE,NA,NA
"We are beating them up with our run game... keep it up. #Sarcasm #DallasCowboys #CowboyNation",FALSE,0,NA,2017-09-26 01:35:05,FALSE,NA,"912490676553703425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iamfuzz",0,FALSE,FALSE,NA,NA
"@kevinsjuts Isn't black Friday game a weekday game? #sarcasm",FALSE,1,"kevinsjuts",2017-09-26 01:33:33,FALSE,"912486183816527873","912490292535799808","46435977","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mattdarrington",0,FALSE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm this scene still hurts https://t.co/3UzOnmqyaj",FALSE,0,NA,2017-09-26 01:32:25,FALSE,NA,"912490008233349121",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"@Jordanadams53 @dallascowboys @dak Their tweets are always well timed #sarcasm",FALSE,1,"Jordanadams53",2017-09-26 01:29:58,FALSE,"912489175252914176","912489388659154944","412021449","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThePersian79",0,FALSE,FALSE,NA,NA
"Where does it end? Oh, the injustice! <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> #sarcasm https://t.co/qCtXkLrGI7",FALSE,0,NA,2017-09-26 01:27:27,FALSE,NA,"912488758121025536",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DJNYC1",0,FALSE,FALSE,NA,NA
"@Senators Maybe changing the logo to an ""O"" will make the team better #Sarcasm #OisUgly",FALSE,0,"Senators",2017-09-26 01:27:03,FALSE,"912477600743911424","912488656178499590","43885373","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skinny_pete_",0,FALSE,FALSE,NA,NA
"#thoughtoftheday #cactus #pricklycactus #sarcasm #sarcastic #toofunny #sarcastic4design https://t.co/nGiZ7PSNX5",FALSE,0,NA,2017-09-26 01:26:01,FALSE,NA,"912488397712842752",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Sarcastic4Desig",0,FALSE,FALSE,NA,NA
"Pure fp is the only solution #sarcasm https://t.co/DOPObzNK8V",FALSE,0,NA,2017-09-26 01:22:56,FALSE,NA,"912487620667629568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ramsankar83",0,FALSE,FALSE,NA,NA
"I also love that everyone and their grandma is a media critic/analyst now cause you know any old simpleton can do it. #sarcasm",FALSE,0,"starfishncoffee",2017-09-26 01:21:57,FALSE,"912485873278701568","912487373061152768","18003520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","starfishncoffee",0,FALSE,FALSE,NA,NA
"@girlsreallyrule They're not terrorists--they're mentally ill #sarcasm",FALSE,0,"girlsreallyrule",2017-09-26 01:20:10,FALSE,"912136346554134528","912486924283195394","580312540","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChanteJulietta",0,FALSE,FALSE,NA,NA
"@ishapiro The Nazi revolution helped formulate new and improved methods of crow control, I hear. #Sarcasm",FALSE,0,"ishapiro",2017-09-26 01:18:41,FALSE,"912485521963864069","912486548716818433","16687344","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PalmettoPatriot",0,FALSE,FALSE,NA,NA
"On the upside, the well designed electronic system makes things so much easier. #sarcasm #obsolete",FALSE,0,"glenpyle",2017-09-26 01:18:24,FALSE,"912485826625511425","912486478466486272","408776066","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","glenpyle",0,FALSE,FALSE,NA,NA
"@EdanClay Not if he grabbed her by the ""you know what"" first... #sarcasm",FALSE,0,"EdanClay",2017-09-26 01:16:23,FALSE,"912469193261494273","912485972251697154","793902637733146624","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Singing_Author",0,FALSE,FALSE,NA,NA
"It's Never Too Late To Get Your Shit Together! #GetYourShitTogether #Memes #Tshirt #Funny #comedy #sarcasm… https://t.co/yiQuEX80ll",FALSE,1,NA,2017-09-26 01:15:57,TRUE,NA,"912485863493439488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThrowingShadeCo",0,FALSE,FALSE,NA,NA
"RT @RightBadger: @thehill Wasn't he born in South Africa? How brave. #sarcasm #liberalsaredumb",FALSE,0,NA,2017-09-26 01:15:15,FALSE,NA,"912485686242041856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","123puglet",1,TRUE,FALSE,NA,NA
"Ohhh ... That's a shame. #sarcasm https://t.co/GKENoc9bDy",FALSE,0,NA,2017-09-26 01:14:54,FALSE,NA,"912485597683490816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","regwald",0,FALSE,FALSE,NA,NA
"@TheBrooklynLife #sarcasm",FALSE,0,"TheBrooklynLife",2017-09-26 01:11:50,FALSE,"912484774622744578","912484826241957888","355729031","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","docKev_",0,FALSE,FALSE,NA,NA
"@Kerouacthecat @TurtleBoySports @BridgeStateU So proud i attended here. #sarcasm #onesemesterwasenough",FALSE,1,"Kerouacthecat",2017-09-26 01:11:27,FALSE,"910528718363398144","912484731664633862","44525654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","girlwithapibble",0,FALSE,FALSE,NA,NA
"@LeahRemini I can't believe that you couldn't give an opinion on #KillingOfDonna @erinnhayes what a show to be apart of #sarcasm",FALSE,0,"LeahRemini",2017-09-26 01:11:21,FALSE,NA,"912484706041700353","37000209","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BadaPro_13",0,FALSE,FALSE,NA,NA
"Seeing white folks still offended by the pre-anthem kneel. Is it possible it was never about the anthem at all?! <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>#Sarcasm",FALSE,5,NA,2017-09-26 01:06:26,FALSE,NA,"912483468738621441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","traceylross",0,FALSE,FALSE,NA,NA
"The Cardinals look like the best team in the league.. almost as good as the other best team Broncos.... #sarcasm",FALSE,0,NA,2017-09-26 01:05:08,FALSE,NA,"912483141276848128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BigPat1029",0,FALSE,FALSE,NA,NA
"Is that good? I don't have my glasses. #sarcasm #BeRedSeeRed https://t.co/qxgOURj5vR",FALSE,0,NA,2017-09-26 01:04:38,FALSE,NA,"912483013694447616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cardinalsFGSN",0,FALSE,FALSE,NA,NA
"@Bencjacobs @jmartNYT He must be fluent in #sarcasm",FALSE,0,"Bencjacobs",2017-09-26 01:04:09,FALSE,"912476688608612352","912482893322162177","218325695","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MilanAzar",0,FALSE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm When your parents say you’re old enough to pay your own bills<ed><U+00A0><U+00BD><ed><U+00B9><U+0083> https://t.co/toZsMWp5gj",FALSE,0,NA,2017-09-26 01:03:52,FALSE,NA,"912482822874595328",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"The NFL kneeling during the National Anthem to protest the high rate of black on black crime across the US is great. 
Oh wait..
#sarcasm",FALSE,1,NA,2017-09-26 01:03:34,FALSE,NA,"912482747062607873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deplorable1216",0,FALSE,FALSE,NA,NA
"RT @MilanAzar: @jmartNYT Did he say it in #sarcasm ?",FALSE,0,NA,2017-09-26 01:03:21,FALSE,NA,"912482690934419456",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HiPaix",1,TRUE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm lady gaga is my mood for the rest of year https://t.co/MVEk9tj5Mm",FALSE,0,NA,2017-09-26 01:01:34,FALSE,NA,"912482243733581825",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm ""so how's your semester going so f.""..

me: https://t.co/jZJipXlAbe",FALSE,0,NA,2017-09-26 01:01:34,FALSE,NA,"912482241468600322",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"Who could have predicted that allowing people to vote on same-sex marriage would have unleashed a wave of cruelty and hatred?  #sarcasm",FALSE,1,NA,2017-09-26 01:01:25,FALSE,NA,"912482207230390272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","derek7272",0,FALSE,FALSE,NA,NA
"Oh, you're dating someone else? By all means, hit on me then. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+0092> #sarcasm #ihatecheaters #sickofthisshit",FALSE,0,NA,2017-09-26 01:00:25,FALSE,NA,"912481954036977670",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xxxpuckbunnyxxx",0,FALSE,FALSE,NA,NA
"@jmartNYT Did he say it in #sarcasm ?",FALSE,1,"jmartNYT",2017-09-26 00:59:17,FALSE,"912479547307757573","912481668572880897","18678924","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MilanAzar",1,FALSE,FALSE,NA,NA
"Sarcasm is like rat poison:
All it takes is a little too much.
- me 

#sarcasm",FALSE,0,NA,2017-09-26 00:57:21,FALSE,NA,"912481181551165440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","commondament",0,FALSE,FALSE,NA,NA
"I'm waiting for the #MFGA chants to begin. Lol! #sarcasm #comic-relief #makefootballgreatagain",FALSE,0,NA,2017-09-26 00:55:58,FALSE,NA,"912480832539054080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mr_jferg",0,FALSE,FALSE,NA,NA
"Yep the Miguel Cabrera deal was a mistake obviously, all Tigers got with him is a triple crown, 4 division titles, WS berth #tigers #sarcasm",FALSE,0,NA,2017-09-26 00:53:52,FALSE,NA,"912480306405543936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","realandycantor",0,FALSE,FALSE,NA,NA
