"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @peternowak: Three carriers is working very well in Canada! #sarcasm https://t.co/xc3NFlnf8b",FALSE,0,NA,2017-09-22 15:25:12,FALSE,NA,"911250033479106560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KarlBode",2,TRUE,FALSE,NA,NA
"Three carriers is working very well in Canada! #sarcasm https://t.co/xc3NFlnf8b",FALSE,3,NA,2017-09-22 15:25:03,FALSE,NA,"911249992278593537",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","peternowak",2,FALSE,FALSE,NA,NA
"@Salon Shocked to my foundations. Why would anybody think a nation led by #bibithebutcher was militaristic. #sarcasm",FALSE,0,"Salon",2017-09-22 15:24:32,FALSE,"911241232587902981","911249862431330304","16955991","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Swagger_Stick",0,FALSE,FALSE,NA,NA
"Looking for one night stand! Somebody suggest a furniture store!#Tweetoftheday #baba_chu #thuglife #Sarcasm",FALSE,0,NA,2017-09-22 15:24:00,FALSE,NA,"911249730864160768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlokBhagat21",0,FALSE,FALSE,NA,NA
"Look @EubieBee our commencement speaker will make it harder for sexual assault victims on campus to come fwd! Great… https://t.co/sMHHYFbIYj",FALSE,0,NA,2017-09-22 15:23:41,TRUE,NA,"911249650535079936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TEE1031",0,FALSE,FALSE,NA,NA
"@katiesgamecrner Nonsense! You need to toil away in misery so that that job creating wealth trickles down to you...… https://t.co/uNMh8kf7lw",FALSE,1,"katiesgamecrner",2017-09-22 15:23:40,TRUE,"911231542407680000","911249646382718976","4834703800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","switzere",0,FALSE,FALSE,NA,NA
"@Mioewing @Pelicancan @smcneil3548 @JackTwit @StefanMolyneux run from the bad men!  hide behind your countries and… https://t.co/dt4OlkLe77",FALSE,0,"Mioewing",2017-09-22 15:23:32,TRUE,"911170738803142656","911249611968405504","229144913","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaperForSale",0,FALSE,FALSE,NA,NA
"When you have to google #dotard because you've never heard that word before. #KimJongUn is pulling out the stops with his insults. #Sarcasm",FALSE,0,NA,2017-09-22 15:22:28,FALSE,NA,"911249343448981506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shitlordtdubbs",0,FALSE,FALSE,NA,NA
"Ya no shit. #Sarcasm https://t.co/MsRcw3IV1k",FALSE,10,NA,2017-09-22 15:18:47,FALSE,NA,"911248419150192642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xTechGaming",0,FALSE,FALSE,NA,NA
"@BadAstronomer Yes Phil, but this time around, we've all been watching Salvation so we're just going to assume you'… https://t.co/fdthvHrauO",FALSE,0,"BadAstronomer",2017-09-22 15:18:18,TRUE,"911240731309887488","911248295116369920","4620451","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WideSpacer",0,FALSE,FALSE,NA,NA
"https://t.co/qeBaG5TqC8 #sarcasm #humour",FALSE,0,NA,2017-09-22 15:14:43,FALSE,NA,"911247392003018752",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sarcasticalarm",0,FALSE,FALSE,NA,NA
"yeah, @realDonaldTrump  you tell Kimmie, the way to KILL YOUR OWN CITIZENS IS BY TAKING AWAY THEIR HEALTH-CARE...DU… https://t.co/FNgWJgHkAh",FALSE,1,NA,2017-09-22 15:13:27,TRUE,NA,"911247075265863680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lizzzyk66",1,FALSE,FALSE,NA,NA
"#sarcastic #sarcasm #Car #Made #Chine #bicycle #Japan https://t.co/8uzmacFYvj",FALSE,0,NA,2017-09-22 15:09:15,FALSE,NA,"911246020121636864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarcasticJohnny",0,FALSE,FALSE,NA,NA
"Wha,,, Wha,,,, I am so #Shocked !!!!  I seem to be over using #Sarcasm lately. I just can't help myself. https://t.co/P1vGQucw5U",FALSE,1,NA,2017-09-22 15:00:25,FALSE,NA,"911243794544283648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tolyn69",0,FALSE,FALSE,NA,NA
"@kevinkam @jonlovett There are somethings GOD does that we will never understand. But we cannot question his wisdom...#sarcasm",FALSE,0,"kevinkam",2017-09-22 14:59:26,FALSE,"911241533952798720","911243548460171264","21507325","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pandasquare1",0,FALSE,FALSE,NA,NA
"Campaign workers!?
More credible qualified appointees! #Sarcasm https://t.co/NDfBzT4oop",FALSE,0,NA,2017-09-22 14:57:23,FALSE,NA,"911243030782283777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mshemispheres",0,FALSE,FALSE,NA,NA
"Interesting stats... could Instagram be for more than pictures of your food and beverages??? #Sarcasm https://t.co/Xas6Hq1N9l",FALSE,0,NA,2017-09-22 14:55:01,FALSE,NA,"911242435124178944",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","SEO_WebTegrity",0,FALSE,FALSE,NA,NA
"@dominos_india talk about maintaining hygiene and fresh food! #sarcasm #pathetic #foodstorage #SwatchBharat https://t.co/DCiGGj8NBv",FALSE,0,"dominos_india",2017-09-22 14:53:37,FALSE,NA,"911242084878831616","98560085","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KC_Kaustubh",0,FALSE,FALSE,NA,NA
"<U+305D><U+3046><U+3044><U+3048><U+3070><U+30D0><U+30EB><U+30B9><U+306F><U+300C><U+6EC5><U+3073><U+306E><U+8A00><U+8449><U+300D><U+306A><U+3093><U+3060><U+304B><U+3089><U+6700><U+8FD1><U+306E>Twitter<U+904B><U+55B6><U+306E><U+57FA><U+6E96><U+3067><U+306F><U+3044><U+3063><U+305D><U+30D0><U+30EB><U+30B9><U+3092><U+545F><U+3044><U+305F><U+30A2><U+30AB><U+30A6><U+30F3><U+30C8><U+5168><U+54E1><U+4E00><U+904D><U+51CD><U+7D50><U+3057><U+3066><U+3082><U+3088><U+304F><U+306D><U+FF1F><U+6700><U+9AD8><U+306E><U+30D0><U+30EB><U+30B9><U+5BFE><U+7B56><U+306B><U+306A><U+308B><U+3093><U+3058><U+3083><U+306D><U+FF1F> #Sarcasm",FALSE,0,NA,2017-09-22 14:52:27,FALSE,NA,"911241790908375040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lwanvonling",0,FALSE,FALSE,NA,NA
"@IWV wow, your voice sounds so independent from the Republican establishment #sarcasm",FALSE,0,"IWV",2017-09-22 14:50:11,FALSE,NA,"911241219736576003","71036272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinnyleftblank",0,FALSE,FALSE,NA,NA
"Can't believe no one turned up for the #iPhone 7S launch...sorry I mean 8. And the #iwatch3 only on #EE #sarcasm #Samsung4life #adnroid",FALSE,0,NA,2017-09-22 14:48:17,FALSE,NA,"911240742093361153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stamford_muse",0,FALSE,FALSE,NA,NA
"One burned you alive and the other one gave you electric shocks https://t.co/NkeHOOPCAf #sarcasm #funny",FALSE,0,NA,2017-09-22 14:46:49,FALSE,NA,"911240370654244865",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sarcasticalarm",0,FALSE,FALSE,NA,NA
"<ed><U+00A0><U+00BD><ed><U+00B9><U+0088><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>. #sarcasm #justsaying #lol https://t.co/EkbfLey9CE",FALSE,0,NA,2017-09-22 14:45:42,FALSE,NA,"911240089925292032",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","beautybyfrieda",0,FALSE,FALSE,NA,NA
"It is wrong to kill so let me kill you to prevent killing! Just a test! #sarcasm",FALSE,0,NA,2017-09-22 14:44:58,FALSE,NA,"911239906759917568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeongint",0,FALSE,FALSE,NA,NA
"#DotardTrump trending. Good to see future of planet in hands of someone less mature than my 4-year old. Prepare for nuclear winter? #sarcasm",FALSE,7,NA,2017-09-22 14:41:47,FALSE,NA,"911239103898951680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaMonicaBuzz",2,FALSE,FALSE,NA,NA
"RT @MarieAnnUK: Oh wow we did vote to Leave the Single Market. #Sarcasm
 
#BBCQT #BBCTW https://t.co/WJ4jFNHqA2",FALSE,0,NA,2017-09-22 14:41:35,FALSE,NA,"911239057115672577",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Sam6144",14,TRUE,FALSE,NA,NA
"RT @QtumNews: #sarcasm https://t.co/nZ4h5rJqxy",FALSE,0,NA,2017-09-22 14:41:14,FALSE,NA,"911238968095543297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thang_bm",2,TRUE,FALSE,NA,NA
"Yes because Bernie is known for putting aside his own agenda and working towards what’s best for the country… https://t.co/XCDan5UieE",FALSE,0,NA,2017-09-22 14:38:05,TRUE,NA,"911238173581131776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nvwhovian1",0,FALSE,FALSE,NA,NA
"@meganabean Those 15 seconds can add up. You might have an extra 75 seconds at the end of the day! Enough time to s… https://t.co/amNdla7N2z",FALSE,0,"meganabean",2017-09-22 14:38:00,TRUE,"911229384442363904","911238155486978048","796223368697552896","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pacnw_jen",0,FALSE,FALSE,NA,NA
"@JuddLegum Well that settles it. If Trump tweeted it then it is truth. #covfefe #sarcasm",FALSE,0,"JuddLegum",2017-09-22 14:37:34,FALSE,"911231276480368643","911238045038456832","15464697","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","brockness",0,FALSE,FALSE,NA,NA
"me doing anything https://t.co/VPYBixWCKK #sarcasm #humour",FALSE,0,NA,2017-09-22 14:34:23,FALSE,NA,"911237243007881218",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sarcasticalarm",0,FALSE,FALSE,NA,NA
"@LeanneNaramore @jimmykimmel Where's Fabio and kid rock? I mean really... Powerful stuff. #Sarcasm",FALSE,0,"LeanneNaramore",2017-09-22 14:30:32,FALSE,"910891270301786114","911236273058099200","89268490","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mshemispheres",0,FALSE,FALSE,NA,NA
"@itsFunnyTeenss  Thanks for following me, may our #tweets #enrich &amp; #inspire many more. #sharedlearning #sarcasm  #GrowthMindset",FALSE,0,"itsFunnyTeenss",2017-09-22 14:29:12,FALSE,NA,"911235940944719872","866589914044932096","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","baski_LA",0,FALSE,FALSE,NA,NA
"The State attempting to put the jinx on #Clemson. I'm wearing the right shirt, hopefully it will be OK #sarcasm https://t.co/PIDACMLYGs",FALSE,0,NA,2017-09-22 14:28:21,FALSE,NA,"911235724573396992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mrsportsaholic",0,FALSE,FALSE,NA,NA
"It's #FirstDayofFall in #Minnesota with a high of 90°... #globalwarminghoax #sarcasm #givemefall",FALSE,1,NA,2017-09-22 14:26:41,FALSE,NA,"911235307827290114",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lizzaruba",0,FALSE,FALSE,NA,NA
"Bitcoin: The future of finance today #sarcasm https://t.co/GlRrOfatgk",FALSE,0,NA,2017-09-22 14:25:24,FALSE,NA,"911234981653032960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","criptomaniaweb",0,FALSE,FALSE,NA,NA
"RT @MarkSZaidEsq: Lovely. Nothing inappropriate here. SMH (Yes, #sarcasm!)

https://t.co/gUdxp0ExVf",FALSE,0,NA,2017-09-22 14:24:00,FALSE,NA,"911234629671227394",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gardengoul",9,TRUE,FALSE,NA,NA
"@ducya13 @FisolaNYDN These melo camps reports were so accurate. #Sarcasm",FALSE,0,"ducya13",2017-09-22 14:23:41,FALSE,"911234296626769920","911234550923132929","748743958847598595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ContendaGOTEM",0,FALSE,FALSE,NA,NA
"RT @MasaBouka: <U+0391>p<U+03CC> t<U+03BF><U+03BD> <U+03BA>a<U+03B8><U+03AD><U+03BD>a a<U+03BD>t<U+03B9>st<U+03C1><U+03CC>f<U+03C9><U+03C2> a<U+03BD><U+03AC><U+03BB><U+03BF><U+03B3>a µe t<U+03B7> f<U+03BF><U+03C1><U+03BF>d<U+03B9>af<U+03C5><U+03B3><U+03AE> t<U+03BF><U+03C5>, st<U+03BF><U+03BD> <U+03BA>a<U+03B8><U+03AD><U+03BD>a a<U+03BD><U+03AC><U+03BB><U+03BF><U+03B3>a µe t<U+03B7><U+03BD> e<U+03BE><U+03BF><U+03C5>s<U+03AF>a t<U+03BF><U+03C5>.

#sarcasm",FALSE,0,NA,2017-09-22 14:19:34,FALSE,NA,"911233513516666880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MasaBouka",1,TRUE,FALSE,NA,NA
"@pink_lady56 #2pointsforSlytherin in the Egomaniac Bully Vocab Throwdown. It's the irony people are hashtagging, no… https://t.co/IZMSObCrUw",FALSE,1,"pink_lady56",2017-09-22 14:19:27,TRUE,"911207621415374850","911233485142081536","291874773","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thinklady",0,FALSE,FALSE,NA,NA
"I’m just so shocked. #sarcasm 
Welcome to the Hoosier State, where it is always the 1900s &amp; women &amp; minorities aren… https://t.co/QSUo1Z1qoC",FALSE,0,NA,2017-09-22 14:18:18,TRUE,NA,"911233197605834756",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlyssaAmmo",0,FALSE,FALSE,NA,NA
"@Friday13thGame What?!  You guys have such an excellent history of your game and content working on Xbox One.  What… https://t.co/kF1xB6kzqt",FALSE,0,"Friday13thGame",2017-09-22 14:17:30,TRUE,"910956039943704576","911232992978272256","3687728429","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","x2FingerTuesday",0,FALSE,FALSE,NA,NA
"@Babyrocko1908 @MichaelSkolnik #sarcasm",FALSE,0,"Babyrocko1908",2017-09-22 14:15:48,FALSE,"911176060846428160","911232566115610626","598473583","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nikki_Stiles",0,FALSE,FALSE,NA,NA
"@Nickelback With a name like @FourTwentay, you know she's super smart and her taste in music is probably amazing! #Sarcasm",FALSE,0,"Nickelback",2017-09-22 14:14:57,FALSE,"911080540593283080","911232354806460416","29546364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","23tylbri",0,FALSE,FALSE,NA,NA
"@BananaRantz @washingtonpost #sarcasm.",FALSE,0,"BananaRantz",2017-09-22 14:14:01,FALSE,"911114341692325888","911232119925383168","870863764358176768","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","commandoseeds",0,FALSE,FALSE,NA,NA
"@IsaacCheatham88 I tried that with the wife, she said go ahead, write your congressman. Lol.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+00B2> #sarcasm",FALSE,1,"IsaacCheatham88",2017-09-22 14:07:33,FALSE,"911221106601754625","911230490773946368","806519286919467008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeamDayTrader",0,FALSE,FALSE,NA,NA
"World peace and prosperity? We can't hv that bc @BernieSanders doesn't hv a Step by Step DIY tutorial on how to mak… https://t.co/U4BhSlFNf8",FALSE,0,NA,2017-09-22 14:07:06,TRUE,NA,"911230378274381824",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","whisperwatch",0,FALSE,FALSE,NA,NA
"@JRM_theory Ah, yes. Missed out the #sarcasm! But there is a candy bar and robots, so there's some redemption.",FALSE,0,"JRM_theory",2017-09-22 14:04:09,FALSE,"911050194019594240","911229635483987969","2548634390","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danielleyardy",0,FALSE,FALSE,NA,NA
"@TrueFlightt Sounds like a great start to your Friday #sarcasm",FALSE,1,"TrueFlightt",2017-09-22 14:03:40,FALSE,"911228116957265921","911229512603635712","576427182","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Copacabahna",0,FALSE,FALSE,NA,NA
"Schrecklich!
#lifesucks #sarcasm #sameaseveryyear #comeandhateme #gocrysilent @ Myconian… https://t.co/qHYdOKrEJt",FALSE,0,NA,2017-09-22 14:02:07,FALSE,NA,"911229124106219521",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DJg450",0,FALSE,FALSE,"25.39367866","37.42176025"
"With a bio like hers......how are people not lining up to listen to this person......#sarcasm https://t.co/sIiD5SzD2o",FALSE,0,NA,2017-09-22 14:01:05,FALSE,NA,"911228864587878400",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WickedSmaaaht",0,FALSE,FALSE,NA,NA
"It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""",FALSE,0,NA,2017-09-22 14:00:36,FALSE,NA,"911228742604808195",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","wit_twitt",0,FALSE,FALSE,NA,NA
"Yea but what was his Corsi? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094> #Sarcasm https://t.co/9POi3stGgz",FALSE,2,NA,2017-09-22 13:51:17,FALSE,NA,"911226399117139968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CopyDarryl",0,FALSE,FALSE,NA,NA
"O <U+03B9>st<U+03BF><U+03C1><U+03B9><U+03BA><U+03CC><U+03C2> t<U+03BF><U+03C5> µ<U+03AD><U+03BB><U+03BB><U+03BF><U+03BD>t<U+03BF><U+03C2> <U+03B3><U+03B9>a t<U+03B7><U+03BD> p<U+03C1><U+03BF>ed<U+03C1><U+03AF>a <U+039F>µp<U+03AC>µa p<U+03C1><U+03AD>pe<U+03B9> <U+03BD>a <U+03C1><U+03C9>t<U+03AE>se<U+03B9> µ<U+03CC><U+03BD><U+03BF> t<U+03BF><U+03C5><U+03C2> µet<U+03CC><U+03C7><U+03BF><U+03C5><U+03C2> t<U+03C9><U+03BD> FAANG #sarcasm",FALSE,0,NA,2017-09-22 13:50:50,FALSE,NA,"911226281823309824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Usual___Susp3ct",0,FALSE,FALSE,NA,NA
"Simple brilliant #NewIndia #sarcasm 

Kudos @narendramodi https://t.co/xyK9OQ1ccP",FALSE,0,NA,2017-09-22 13:48:42,FALSE,NA,"911225745514545152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SumukhNaik",0,FALSE,FALSE,NA,NA
"@RehamKhan1 Happy New year and happy Ashura.
Good riddance, the Ahle Bait.
#sarcasm",FALSE,0,"RehamKhan1",2017-09-22 13:42:34,FALSE,"910961561640079360","911224204250406917","298959564","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","7ejaazii",0,FALSE,FALSE,NA,NA
"@marcorubio @ricardorossello How about the @ClintonFdn? Didn't they do a superior job with Haiti? #sarcasm",FALSE,0,"marcorubio",2017-09-22 13:42:16,FALSE,"911204641727238145","911224127897374721","15745368","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","B_Huneycutt",0,FALSE,FALSE,NA,NA
"@WSJ Omg! We need to invade Iran now! Omg India has nukes too and Pakistan also! Kill em all!
#sarcasm https://t.co/HWgscZ5Y9a",FALSE,0,"WSJ",2017-09-22 13:42:03,FALSE,"911203445159481344","911224072008167425","3108351","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","therebelop",0,FALSE,FALSE,NA,NA
"@BLUpfront Amazing video. I was surprised to learn that Bernie has been copying Hillary's plans consistently for 30 years. #sarcasm",FALSE,9,"BLUpfront",2017-09-22 13:41:24,FALSE,"911013536146640896","911223908489158657","3329528201","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jlalbrecht64",3,FALSE,FALSE,NA,NA
"At college you can talk to someone all the time and still have no clue what their name is #sarcasm #humour",FALSE,0,NA,2017-09-22 13:39:13,FALSE,NA,"911223361723871234",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sarcasticalarm",0,FALSE,FALSE,NA,NA
"RT @steveframp: thank god we had KP for the ashes down under or we may have lost 5-0 OH WAIT A MINUTE. #sarcasm",FALSE,0,NA,2017-09-22 13:37:12,FALSE,NA,"911222851981778944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","roenacomda1986",2,TRUE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm RT shopivoryella: Start the school year off in style. Swipe <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> through to see our NEW … https://t.co/6eXE5KbpwH",FALSE,0,NA,2017-09-22 13:34:24,FALSE,NA,"911222149674921984",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"#lol #funny #comedy #sarcasm RT adobecurly: Thank you shopivoryella for bringing awareness. Glad to do my small pa… https://t.co/57XWKUoDvG",FALSE,0,NA,2017-09-22 13:34:24,FALSE,NA,"911222146713743360",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PereraWorld",0,FALSE,FALSE,NA,NA
"I'm sure this will work. #sarcasm https://t.co/NxmuzZU91r",FALSE,0,NA,2017-09-22 13:34:00,FALSE,NA,"911222047610634240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3dpWatchdog",0,FALSE,FALSE,NA,NA
"@iqseo @anton_shulke @DocSheldon @craigcampbell03 @semrush With $5 on Fiverr? #sarcasm",FALSE,2,"iqseo",2017-09-22 13:33:58,FALSE,"911219187493810177","911222041075908608","77997910","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PeterNikolow",0,FALSE,FALSE,NA,NA
"@saywhatuwantok @AJEnglish #Sarcasm <ed><U+00A0><U+00BD><ed><U+00B8><U+00AF>",FALSE,0,"saywhatuwantok",2017-09-22 13:30:32,FALSE,"911123434037489664","911221173698080768","767313234135248896","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahomedYusuf",0,FALSE,FALSE,NA,NA
"kita dah jahat memang takboleh berubah lah man . memang jahat selamanya, ada orang cakap ngan aku lah . tak pasti b… https://t.co/GevlJEFXIn",FALSE,0,NA,2017-09-22 13:29:24,TRUE,NA,"911220888753782785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdamHanifah",1,FALSE,FALSE,NA,NA
